[473732.241] Initializing Lua 5.1.4
[474517.136] Map Script: Area ID 565281 has fertility of 16
[474517.136] Map Script: Area ID 598053 has fertility of 13
[474517.136] Map Script: Area ID 507930 has fertility of 23
[474517.136] Map Script: Area ID 548895 has fertility of 605
[474517.136] Map Script: Area ID 532509 has fertility of 11
[474517.136] Map Script: Area ID 499737 has fertility of 4
[474517.136] Map Script: Area ID 614439 has fertility of 5
[474517.136] Map Script: Area ID 491544 has fertility of 886
[474517.136] Map Script: Area ID 409614 has fertility of 1994
[474517.136] Map Script: Area ID 557088 has fertility of 354
[474517.136] Map Script: Area ID 540702 has fertility of 6
[474517.137] Map Script: Area ID 729141 has fertility of -1
[474517.137] Map Script: Area ID 622632 has fertility of 5
[474517.137] Map Script: * * * * * * * * * *
[474517.137] Map Script: Interim Table ID 1 has fertility of -1
[474517.137] Map Script: Interim Table ID 2 has fertility of 4
[474517.137] Map Script: Interim Table ID 3 has fertility of 5
[474517.137] Map Script: Interim Table ID 4 has fertility of 5
[474517.137] Map Script: Interim Table ID 5 has fertility of 6
[474517.137] Map Script: Interim Table ID 6 has fertility of 11
[474517.137] Map Script: Interim Table ID 7 has fertility of 13
[474517.137] Map Script: Interim Table ID 8 has fertility of 16
[474517.137] Map Script: Interim Table ID 9 has fertility of 23
[474517.137] Map Script: Interim Table ID 10 has fertility of 110
[474517.137] Map Script: Interim Table ID 11 has fertility of 354
[474517.137] Map Script: Interim Table ID 12 has fertility of 605
[474517.137] Map Script: Interim Table ID 13 has fertility of 886
[474517.137] Map Script: Interim Table ID 14 has fertility of 1994
[474517.137] Map Script: * * * * * * * * * *
[474517.137] Map Script: -
[474517.137] Map Script: --- Continental Division, Initial Readout ---
[474517.137] Map Script: -
[474517.137] Map Script: - Global Fertility:	4031
[474517.137] Map Script: - Total Land Plots:	1035
[474517.137] Map Script: - Total Areas:	14
[474517.137] Map Script: - Relevant Areas:	6
[474517.137] Map Script: -
[474517.137] Map Script: * * * * * * * * * *
[474517.137] Map Script: Area ID 409614 has fertility of 1994
[474517.137] Map Script: Area ID 491544 has fertility of 886
[474517.137] Map Script: Area ID 548895 has fertility of 605
[474517.137] Map Script: Area ID 557088 has fertility of 354
[474517.137] Map Script: Area ID 581667 has fertility of 110
[474517.137] Map Script: Area ID 507930 has fertility of 23
[474517.137] Map Script: * * * * * * * * * *
[474517.137] Map Script: - - Searching landmasses in order to place Civ #	1
[474517.137] Map Script: -
[474517.137] Map Script: - Found new candidate landmass with Area ID#:	409614	 with fertility of 	1994
[474517.137] Map Script: Civ #	1	has been assigned to Area#	409614
[474517.137] Map Script: -
[474517.137] Map Script: - - Searching landmasses in order to place Civ #	2
[474517.137] Map Script: -
[474517.137] Map Script: - Found new candidate landmass with Area ID#:	409614	 with fertility of 	997
[474517.137] Map Script: Civ #	2	has been assigned to Area#	409614
[474517.137] Map Script: -
[474517.137] Map Script: - - Searching landmasses in order to place Civ #	3
[474517.137] Map Script: -
[474517.137] Map Script: - Found new candidate landmass with Area ID#:	409614	 with fertility of 	664.66666666667
[474517.137] Map Script: - Found new candidate landmass with Area ID#:	491544	 with fertility of 	886
[474517.137] Map Script: Civ #	3	has been assigned to Area#	491544
[474517.137] Map Script: -
[474517.137] Map Script: - - Searching landmasses in order to place Civ #	4
[474517.137] Map Script: -
[474517.137] Map Script: - Found new candidate landmass with Area ID#:	409614	 with fertility of 	664.66666666667
[474517.137] Map Script: Civ #	4	has been assigned to Area#	409614
[474517.137] Map Script: -
[474517.137] Map Script: - - Searching landmasses in order to place Civ #	5
[474517.137] Map Script: -
[474517.138] Map Script: - Found new candidate landmass with Area ID#:	409614	 with fertility of 	498.5
[474517.138] Map Script: - Found new candidate landmass with Area ID#:	548895	 with fertility of 	605
[474517.138] Map Script: Civ #	5	has been assigned to Area#	548895
[474517.138] Map Script: -
[474517.138] Map Script: - - Searching landmasses in order to place Civ #	6
[474517.138] Map Script: -
[474517.138] Map Script: - Found new candidate landmass with Area ID#:	409614	 with fertility of 	498.5
[474517.138] Map Script: Civ #	6	has been assigned to Area#	409614
[474517.138] Map Script: -
[474517.138] Map Script: -
[474517.138] Map Script: --- End of Initial Readout ---
[474517.138] Map Script: -
[474517.138] Map Script: *** Number of Civs per Landmass - Table Readout ***
[474517.138] Map Script: --------------------------------------------------
[474517.138] Map Script: Table printout for table ID:	table: 0x1a593420
[474517.138] Map Script: Table index:	1	Table entry:	4
[474517.138] Map Script: Table index:	2	Table entry:	1
[474517.138] Map Script: Table index:	3	Table entry:	1
[474517.138] Map Script: Table index:	4	Table entry:	0
[474517.138] Map Script: Table index:	5	Table entry:	0
[474517.138] Map Script: Table index:	6	Table entry:	0
[474517.138] Map Script: - - - - - - - - - - - - - - - - - - - - - - - - - -
[474517.138] Map Script: --- End of Civs per Landmass readout ***
[474517.138] Map Script: -
[474517.138] Map Script: -
[474517.145] Map Script: -
[474517.145] Map Script: - Region #: 	1
[474517.145] Map Script: - Civs on this landmass: 	4
[474517.145] Map Script: - Area ID#: 	409614
[474517.145] Map Script: - Fertility: 	1994
[474517.145] Map Script: - Plot Count: 	1462
[474517.145] Map Script: -
[474517.145] Map Script: DivideIntoRegions: Divide in to Halves selected.
[474517.146] Map Script: Dividing along horizontal line between rows: 	31	-	32
[474517.146] Map Script: -
[474517.146] Map Script: Removed Dead Rows, West: 	3	 East: 	0
[474517.146] Map Script: Removed Dead Rows, South: 	0	 North: 	0
[474517.146] Map Script: -
[474517.146] Map Script: Incoming values: 	0	4	34	28
[474517.146] Map Script: Outgoing values: 	3	4	31	28
[474517.146] Map Script: -
[474517.147] Map Script: Size of incoming fertility table: 	952
[474517.147] Map Script: Size of outgoing fertility table: 	868
[474517.147] Map Script: -
[474517.147] Map Script: Removed Dead Rows, West: 	0	 East: 	2
[474517.147] Map Script: Removed Dead Rows, South: 	0	 North: 	0
[474517.147] Map Script: -
[474517.147] Map Script: Incoming values: 	0	32	34	15
[474517.147] Map Script: Outgoing values: 	0	32	32	15
[474517.147] Map Script: -
[474517.147] Map Script: Size of incoming fertility table: 	510
[474517.147] Map Script: Size of outgoing fertility table: 	480
[474517.147] Map Script: DivideIntoRegions: Divide in to Halves selected.
[474517.147] Map Script: Dividing along vertical line between columns: 	20	-	21
[474517.147] Map Script: -
[474517.148] Map Script: Removed Dead Rows, West: 	0	 East: 	0
[474517.148] Map Script: Removed Dead Rows, South: 	1	 North: 	0
[474517.148] Map Script: -
[474517.148] Map Script: Incoming values: 	3	4	18	28
[474517.148] Map Script: Outgoing values: 	3	5	18	27
[474517.148] Map Script: -
[474517.148] Map Script: Size of incoming fertility table: 	504
[474517.148] Map Script: Size of outgoing fertility table: 	486
[474517.148] Map Script: -
[474517.148] Map Script: ---------------------------------------------
[474517.148] Map Script: Defined location of Start Region #	1
[474517.148] Map Script: ---------------------------------------------
[474517.148] Map Script: -
[474517.148] Map Script: -
[474517.148] Map Script: ---------------------------------------------
[474517.148] Map Script: Defined location of Start Region #	2
[474517.148] Map Script: ---------------------------------------------
[474517.148] Map Script: -
[474517.148] Map Script: DivideIntoRegions: Divide in to Halves selected.
[474517.148] Map Script: Dividing along vertical line between columns: 	16	-	17
[474517.148] Map Script: -
[474517.148] Map Script: Removed Dead Rows, West: 	0	 East: 	0
[474517.148] Map Script: Removed Dead Rows, South: 	0	 North: 	1
[474517.148] Map Script: -
[474517.148] Map Script: Incoming values: 	17	32	15	15
[474517.148] Map Script: Outgoing values: 	17	32	15	14
[474517.148] Map Script: -
[474517.148] Map Script: Size of incoming fertility table: 	225
[474517.148] Map Script: Size of outgoing fertility table: 	210
[474517.148] Map Script: -
[474517.148] Map Script: ---------------------------------------------
[474517.149] Map Script: Defined location of Start Region #	3
[474517.149] Map Script: ---------------------------------------------
[474517.149] Map Script: -
[474517.149] Map Script: -
[474517.149] Map Script: ---------------------------------------------
[474517.149] Map Script: Defined location of Start Region #	4
[474517.149] Map Script: ---------------------------------------------
[474517.149] Map Script: -
[474517.155] Map Script: -
[474517.155] Map Script: - Region #: 	2
[474517.155] Map Script: - Civs on this landmass: 	1
[474517.155] Map Script: - Area ID#: 	491544
[474517.155] Map Script: - Fertility: 	886
[474517.155] Map Script: - Plot Count: 	374
[474517.155] Map Script: -
[474517.155] Map Script: -
[474517.155] Map Script: ---------------------------------------------
[474517.155] Map Script: Defined location of Start Region #	5
[474517.155] Map Script: ---------------------------------------------
[474517.155] Map Script: -
[474517.161] Map Script: -
[474517.161] Map Script: - Region #: 	3
[474517.161] Map Script: - Civs on this landmass: 	1
[474517.161] Map Script: - Area ID#: 	548895
[474517.161] Map Script: - Fertility: 	605
[474517.161] Map Script: - Plot Count: 	322
[474517.161] Map Script: -
[474517.161] Map Script: -
[474517.161] Map Script: ---------------------------------------------
[474517.161] Map Script: Defined location of Start Region #	6
[474517.161] Map Script: ---------------------------------------------
[474517.162] Map Script: -
[474517.162] Map Script: -
[474517.162] Map Script: Data for Start Region #	1
[474517.162] Map Script: WestX:  	3
[474517.162] Map Script: SouthY: 	5
[474517.162] Map Script: Width:  	18
[474517.162] Map Script: Height: 	27
[474517.162] Map Script: AreaID: 	409614
[474517.162] Map Script: Fertility:	547
[474517.162] Map Script: Plots:  	486
[474517.162] Map Script: Fert/Plot:	1.1255144032922
[474517.162] Map Script: -
[474517.162] Map Script: -
[474517.162] Map Script: Data for Start Region #	2
[474517.162] Map Script: WestX:  	21
[474517.162] Map Script: SouthY: 	4
[474517.162] Map Script: Width:  	13
[474517.162] Map Script: Height: 	28
[474517.162] Map Script: AreaID: 	409614
[474517.162] Map Script: Fertility:	507
[474517.162] Map Script: Plots:  	364
[474517.162] Map Script: Fert/Plot:	1.3928571428571
[474517.162] Map Script: -
[474517.162] Map Script: -
[474517.162] Map Script: Data for Start Region #	3
[474517.162] Map Script: WestX:  	0
[474517.162] Map Script: SouthY: 	32
[474517.162] Map Script: Width:  	17
[474517.162] Map Script: Height: 	15
[474517.162] Map Script: AreaID: 	409614
[474517.162] Map Script: Fertility:	498
[474517.162] Map Script: Plots:  	255
[474517.162] Map Script: Fert/Plot:	1.9529411764706
[474517.162] Map Script: -
[474517.162] Map Script: -
[474517.162] Map Script: Data for Start Region #	4
[474517.162] Map Script: WestX:  	17
[474517.162] Map Script: SouthY: 	32
[474517.162] Map Script: Width:  	15
[474517.162] Map Script: Height: 	14
[474517.162] Map Script: AreaID: 	409614
[474517.162] Map Script: Fertility:	442
[474517.162] Map Script: Plots:  	210
[474517.162] Map Script: Fert/Plot:	2.1047619047619
[474517.162] Map Script: -
[474517.162] Map Script: -
[474517.162] Map Script: Data for Start Region #	5
[474517.162] Map Script: WestX:  	56
[474517.162] Map Script: SouthY: 	7
[474517.162] Map Script: Width:  	22
[474517.162] Map Script: Height: 	17
[474517.162] Map Script: AreaID: 	491544
[474517.162] Map Script: Fertility:	886
[474517.162] Map Script: Plots:  	374
[474517.162] Map Script: Fert/Plot:	2.3689839572193
[474517.162] Map Script: -
[474517.162] Map Script: -
[474517.162] Map Script: Data for Start Region #	6
[474517.162] Map Script: WestX:  	42
[474517.162] Map Script: SouthY: 	26
[474517.162] Map Script: Width:  	14
[474517.163] Map Script: Height: 	23
[474517.163] Map Script: AreaID: 	548895
[474517.163] Map Script: Fertility:	605
[474517.163] Map Script: Plots:  	322
[474517.163] Map Script: Fert/Plot:	1.8788819875776
[474517.163] Map Script: -
[474517.163] Map Script: Choosing start locations for civilizations.
[474517.163] Map Script: Map Generation - Choosing Start Locations for Civilizations
[474517.181] Map Script: Normalizing start locations and assigning them to Players.
[474517.182] Map Script: Player	0	of Civ Type	CIVILIZATION_PERSIA
[474517.183] Map Script: Player	1	of Civ Type	CIVILIZATION_ZULU
[474517.183] Map Script: Player	2	of Civ Type	CIVILIZATION_HUNS
[474517.184] Map Script: Player	3	of Civ Type	CIVILIZATION_IROQUOIS
[474517.184] Map Script: Player	4	of Civ Type	CIVILIZATION_AUSTRIA
[474517.185] Map Script: Player	5	of Civ Type	CIVILIZATION_AZTEC
[474517.185] Map Script: Civs with Coastal Bias:	0
[474517.185] Map Script: Civs with River Bias:	0
[474517.185] Map Script: Civs with Region Priority:	3
[474517.185] Map Script: Civs with Region Avoid:	2
[474517.185] Map Script: -
[474517.185] Map Script: Placing Natural Wonders.
[474517.670] Map Script: -
[474517.670] Map Script: -
[474517.670] Map Script: --- Number of Candidate Plots on the map for Natural Wonders ---
[474517.670] Map Script: -
[474517.670] Map Script: -	43	candidates for	FEATURE_CRATER
[474517.670] Map Script: -	37	candidates for	FEATURE_FUJI
[474517.670] Map Script: -	31	candidates for	FEATURE_MESA
[474517.670] Map Script: -	148	candidates for	FEATURE_REEF
[474517.670] Map Script: -	1672	candidates for	FEATURE_VOLCANO
[474517.670] Map Script: -	183	candidates for	FEATURE_GIBRALTAR
[474517.670] Map Script: -	35	candidates for	FEATURE_GEYSER
[474517.670] Map Script: -	215	candidates for	FEATURE_FOUNTAIN_YOUTH
[474517.670] Map Script: -	150	candidates for	FEATURE_POTOSI
[474517.670] Map Script: -	34	candidates for	FEATURE_EL_DORADO
[474517.670] Map Script: -	132	candidates for	FEATURE_SRI_PADA
[474517.670] Map Script: -	26	candidates for	FEATURE_MT_SINAI
[474517.670] Map Script: -	91	candidates for	FEATURE_MT_KAILASH
[474517.670] Map Script: -	24	candidates for	FEATURE_ULURU
[474517.670] Map Script: -	215	candidates for	FEATURE_LAKE_VICTORIA
[474517.670] Map Script: -	40	candidates for	FEATURE_KILIMANJARO
[474517.670] Map Script: -	213	candidates for	FEATURE_SOLOMONS_MINES
[474517.670] Map Script: -
[474517.670] Map Script: --- End of candidates readout for Natural Wonders ---
[474517.670] Map Script: -
[474517.693] Map Script: -- Placed all Natural Wonders --
[474517.693] Map Script: -
[474517.693] Map Script: -
[474517.693] Map Script: Placing Resources and City States.
[474517.693] Map Script: Map Generation - Assigning Luxury Resource Distribution
[474517.693] Map Script: -
[474517.693] Map Script: Region#	2	 of type 	2	 has been assigned Luxury ID#	17
[474517.693] Map Script: -
[474517.693] Map Script: Region#	3	 of type 	4	 has been assigned Luxury ID#	31
[474517.693] Map Script: -
[474517.693] Map Script: Region#	4	 of type 	4	 has been assigned Luxury ID#	27
[474517.693] Map Script: -
[474517.694] Map Script: Region#	6	 of type 	7	 has been assigned Luxury ID#	30
[474517.694] Map Script: -
[474517.694] Map Script: Region#	5	 of type 	8	 has been assigned Luxury ID#	26
[474517.694] Map Script: -
[474517.694] Map Script: Region#	1	 of type 	8	 has been assigned Luxury ID#	13
[474517.694] Map Script: Luxury ID#	13	rejected by City States as already belonging to Regions.
[474517.694] Map Script: Luxury ID#	17	rejected by City States as already belonging to Regions.
[474517.694] Map Script: Luxury ID#	26	rejected by City States as already belonging to Regions.
[474517.694] Map Script: Luxury ID#	27	rejected by City States as already belonging to Regions.
[474517.694] Map Script: Luxury ID#	30	rejected by City States as already belonging to Regions.
[474517.694] Map Script: Luxury ID#	31	rejected by City States as already belonging to Regions.
[474517.694] Map Script: --- Luxury Assignment Table ---
[474517.694] Map Script: -
[474517.694] Map Script: - - Assigned to Regions - -
[474517.694] Map Script: Region#	2	has Luxury type	17
[474517.694] Map Script: Region#	3	has Luxury type	31
[474517.694] Map Script: Region#	4	has Luxury type	27
[474517.694] Map Script: Region#	6	has Luxury type	30
[474517.694] Map Script: Region#	5	has Luxury type	26
[474517.694] Map Script: Region#	1	has Luxury type	13
[474517.694] Map Script: -
[474517.694] Map Script: - - Assigned to City States - -
[474517.694] Map Script: Luxury type	33
[474517.694] Map Script: Luxury type	22
[474517.694] Map Script: Luxury type	41
[474517.694] Map Script: -
[474517.694] Map Script: - - Assigned to Random - -
[474517.694] Map Script: Luxury type	24
[474517.694] Map Script: Luxury type	21
[474517.694] Map Script: Luxury type	15
[474517.694] Map Script: Luxury type	20
[474517.694] Map Script: Luxury type	23
[474517.694] Map Script: Luxury type	25
[474517.694] Map Script: Luxury type	16
[474517.694] Map Script: -
[474517.694] Map Script: - - Luxuries handled via Special Case - -
[474517.694] Map Script: Luxury type	18
[474517.694] Map Script: -
[474517.694] Map Script: - - Disabled - -
[474517.694] Map Script: Luxury type	34
[474517.694] Map Script: Luxury type	19
[474517.694] Map Script: Luxury type	14
[474517.694] Map Script: Luxury type	32
[474517.695] Map Script: - - - - - - - - - - - - - - - -
[474517.695] Map Script: Map Generation - Placing City States
[474517.695] Map Script: Map Generation - Choosing sites for City States
[474517.703] Map Script: All city states assigned.
[474517.745] Map Script: Map Generation - Placing Luxuries
[474517.745] Map Script: -
[474517.745] Map Script: Attempting to place Luxury#	17	at start plot	25	22	in Region#	2
[474517.745] Map Script: -
[474517.745] Map Script: Attempting to place Luxury#	31	at start plot	11	39	in Region#	3
[474517.746] Map Script: -
[474517.746] Map Script: Attempting to place Luxury#	27	at start plot	23	36	in Region#	4
[474517.746] Map Script: -
[474517.746] Map Script: Attempting to place Luxury#	30	at start plot	50	38	in Region#	6
[474517.746] Map Script: -
[474517.746] Map Script: Attempting to place Luxury#	26	at start plot	70	15	in Region#	5
[474517.746] Map Script: -
[474517.746] Map Script: Attempting to place Luxury#	13	at start plot	14	13	in Region#	1
[474517.746] Map Script: -
[474517.747] Map Script: -
[474517.747] Map Script: -Assigned Luxury Type	22	to City State#	1
[474517.747] Map Script: -
[474517.747] Map Script: -
[474517.747] Map Script: -Assigned Luxury Type	24	to City State#	2
[474517.747] Map Script: -
[474517.747] Map Script: -
[474517.747] Map Script: -Assigned Luxury Type	20	to City State#	3
[474517.747] Map Script: -
[474517.747] Map Script: -
[474517.747] Map Script: -Assigned Luxury Type	15	to City State#	4
[474517.748] Map Script: -
[474517.748] Map Script: -
[474517.748] Map Script: -Assigned Luxury Type	21	to City State#	5
[474517.748] Map Script: -
[474517.748] Map Script: -
[474517.748] Map Script: -Assigned Luxury Type	25	to City State#	6
[474517.748] Map Script: -
[474517.749] Map Script: -
[474517.749] Map Script: -Assigned Luxury Type	20	to City State#	8
[474517.749] Map Script: -
[474517.749] Map Script: -
[474517.749] Map Script: -Assigned Luxury Type	20	to City State#	9
[474517.749] Map Script: -
[474517.749] Map Script: -
[474517.749] Map Script: -Assigned Luxury Type	15	to City State#	10
[474517.749] Map Script: -
[474517.749] Map Script: -
[474517.750] Map Script: -Assigned Luxury Type	22	to City State#	11
[474517.750] Map Script: -
[474517.750] Map Script: -
[474517.750] Map Script: -Assigned Luxury Type	22	to City State#	12
[474517.750] Map Script: -
[474517.750] Map Script: -
[474517.750] Map Script: -Assigned Luxury Type	15	to City State#	13
[474517.750] Map Script: -
[474517.750] Map Script: -
[474517.750] Map Script: -Assigned Luxury Type	23	to City State#	14
[474517.751] Map Script: -
[474517.751] Map Script: -
[474517.751] Map Script: -Assigned Luxury Type	24	to City State#	15
[474517.751] Map Script: -
[474517.751] Map Script: -
[474517.751] Map Script: -Assigned Luxury Type	24	to City State#	16
[474517.751] Map Script: -
[474517.751] Map Script: - - -
[474517.751] Map Script: Attempting to place regional luxury #	13	in Region#	1
[474517.753] Map Script: -
[474517.753] Map Script: - - -
[474517.753] Map Script: Attempting to place regional luxury #	17	in Region#	2
[474517.755] Map Script: -
[474517.755] Map Script: - - -
[474517.755] Map Script: Attempting to place regional luxury #	31	in Region#	3
[474517.757] Map Script: -
[474517.757] Map Script: - - -
[474517.757] Map Script: Attempting to place regional luxury #	27	in Region#	4
[474517.758] Map Script: -
[474517.758] Map Script: - - -
[474517.758] Map Script: Attempting to place regional luxury #	26	in Region#	5
[474517.760] Map Script: -
[474517.760] Map Script: - - -
[474517.760] Map Script: Attempting to place regional luxury #	30	in Region#	6
[474517.762] Map Script: * *
[474517.762] Map Script: * iNumTypesRandom = 	7
[474517.762] Map Script: * *
[474517.762] Map Script: iNumRandomLuxTarget = 9. Just putting in 3 of each random.
[474517.763] Map Script: -
[474517.763] Map Script: Random Luxury Target Number:	3
[474517.763] Map Script: Random Luxury Target Placed:	3
[474517.763] Map Script: -
[474517.764] Map Script: -
[474517.764] Map Script: Random Luxury Target Number:	3
[474517.764] Map Script: Random Luxury Target Placed:	3
[474517.764] Map Script: -
[474517.764] Map Script: -
[474517.765] Map Script: Random Luxury Target Number:	3
[474517.765] Map Script: Random Luxury Target Placed:	3
[474517.765] Map Script: -
[474517.765] Map Script: -
[474517.765] Map Script: Random Luxury Target Number:	3
[474517.765] Map Script: Random Luxury Target Placed:	3
[474517.765] Map Script: -
[474517.766] Map Script: -
[474517.766] Map Script: Random Luxury Target Number:	3
[474517.766] Map Script: Random Luxury Target Placed:	3
[474517.766] Map Script: -
[474517.766] Map Script: -
[474517.767] Map Script: Random Luxury Target Number:	3
[474517.767] Map Script: Random Luxury Target Placed:	3
[474517.767] Map Script: -
[474517.767] Map Script: -
[474517.767] Map Script: Random Luxury Target Number:	3
[474517.767] Map Script: Random Luxury Target Placed:	3
[474517.767] Map Script: -
[474517.767] Map Script: -
[474517.767] Map Script: --- Eligible Types List for Second Luxury in Region#	1	---
[474517.767] Map Script: - Found eligible luxury type:	18
[474517.767] Map Script: --- End of Eligible Types list for Second Luxury in Region#	1	---
[474517.768] Map Script: -
[474517.768] Map Script: Placed Second Luxury type of ID#	16	for start located at Plot	14	13	 in Region#	1
[474517.768] Map Script: -
[474517.768] Map Script: --- Eligible Types List for Second Luxury in Region#	2	---
[474517.768] Map Script: - Found eligible luxury type:	18
[474517.768] Map Script: --- End of Eligible Types list for Second Luxury in Region#	2	---
[474517.768] Map Script: -
[474517.768] Map Script: Placed Second Luxury type of ID#	15	for start located at Plot	25	22	 in Region#	2
[474517.768] Map Script: -
[474517.768] Map Script: --- Eligible Types List for Second Luxury in Region#	3	---
[474517.768] Map Script: - Found eligible luxury type:	18
[474517.768] Map Script: --- End of Eligible Types list for Second Luxury in Region#	3	---
[474517.771] Map Script: -
[474517.771] Map Script: Placed Second Luxury type of ID#	18	for start located at Plot	11	39	 in Region#	3
[474517.773] Map Script: -
[474517.773] Map Script: --- Eligible Types List for Second Luxury in Region#	4	---
[474517.773] Map Script: - Found eligible luxury type:	18
[474517.773] Map Script: --- End of Eligible Types list for Second Luxury in Region#	4	---
[474517.773] Map Script: -
[474517.773] Map Script: Placed Second Luxury type of ID#	18	for start located at Plot	23	36	 in Region#	4
[474517.774] Map Script: -
[474517.774] Map Script: --- Eligible Types List for Second Luxury in Region#	5	---
[474517.774] Map Script: - Found eligible luxury type:	18
[474517.774] Map Script: --- End of Eligible Types list for Second Luxury in Region#	5	---
[474517.774] Map Script: -
[474517.774] Map Script: Placed Second Luxury type of ID#	18	for start located at Plot	70	15	 in Region#	5
[474517.774] Map Script: -
[474517.774] Map Script: --- Eligible Types List for Second Luxury in Region#	6	---
[474517.774] Map Script: - Found eligible luxury type:	18
[474517.774] Map Script: --- End of Eligible Types list for Second Luxury in Region#	6	---
[474517.774] Map Script: -
[474517.775] Map Script: Placed Second Luxury type of ID#	23	for start located at Plot	50	38	 in Region#	6
[474517.775] Map Script: Map Generation - Placing Strategics
[474517.855] Map Script: Map Generation - Placing Bonuses
[474517.983] Map Script: Map Generation - Normalize City State Locations
[474518.058] Map Script: -
[474518.058] Map Script: --- Table of Results, New Start Finder ---
[474518.058] Map Script: -
[474518.058] Map Script: Region#	1	 has start plot at: 	14	13	with Fertility Rating of 	211
[474518.058] Map Script: -
[474518.058] Map Script: Region#	2	 has start plot at: 	25	22	with Fertility Rating of 	197
[474518.058] Map Script: -
[474518.058] Map Script: Region#	3	 has start plot at: 	11	39	with Fertility Rating of 	260
[474518.058] Map Script: -
[474518.058] Map Script: Region#	4	 has start plot at: 	23	36	with Fertility Rating of 	272
[474518.058] Map Script: -
[474518.058] Map Script: Region#	5	 has start plot at: 	70	15	with Fertility Rating of 	255
[474518.058] Map Script: -
[474518.058] Map Script: Region#	6	 has start plot at: 	50	38	with Fertility Rating of 	273
[474518.058] Map Script: -
[474518.058] Map Script: --- End of Start Finder Results Table ---
[474518.058] Map Script: -
[474518.058] Map Script: -
[474518.058] Map Script: --- Table of Final Results, City State Placements ---
[474518.058] Map Script: -
[474518.058] Map Script: - City State	1	in Region	1	is located at Plot	3	28
[474518.058] Map Script: - City State	2	in Region	2	is located at Plot	30	27
[474518.058] Map Script: - City State	3	in Region	3	is located at Plot	16	45
[474518.059] Map Script: - City State	4	in Region	4	is located at Plot	29	37
[474518.059] Map Script: - City State	5	in Region	5	is located at Plot	59	17
[474518.059] Map Script: - City State	6	in Region	6	is located at Plot	47	29
[474518.059] Map Script: - City State	7	in Region	-1	is located at Plot	52	12
[474518.059] Map Script: - City State	8	in Region	-1	is located at Plot	70	38
[474518.059] Map Script: - City State	9	in Region	-1	is located at Plot	73	44
[474518.059] Map Script: - City State	10	in Region	-1	is located at Plot	36	34
[474518.059] Map Script: - City State	11	in Region	-1	is located at Plot	72	32
[474518.059] Map Script: - City State	12	in Region	3	is located at Plot	0	39
[474518.059] Map Script: - City State	13	in Region	6	is located at Plot	55	27
[474518.059] Map Script: - City State	14	in Region	4	is located at Plot	17	32
[474518.059] Map Script: - City State	15	in Region	1	is located at Plot	8	27
[474518.059] Map Script: - City State	16	in Region	2	is located at Plot	27	30
[474518.059] Map Script: -
[474518.059] Map Script: - - - - -
[474518.059] Map Script: -
[474518.059] Map Script: --- Table of Final Results, Resource Distribution ---
[474518.059] Map Script: -
[474518.059] Map Script: - LUXURY Resources -
[474518.059] Map Script: - Whale...: 	7
[474518.059] Map Script: - Pearls..: 	0
[474518.059] Map Script: - Gold....: 	7
[474518.059] Map Script: - Silver..: 	4
[474518.059] Map Script: - Gems....: 	6
[474518.059] Map Script: - Marble..: 	5
[474518.059] Map Script: - Ivory...: 	0
[474518.059] Map Script: - Fur.....: 	6
[474518.059] Map Script: - Dye.....: 	4
[474518.059] Map Script: - Spices..: 	3
[474518.059] Map Script: - Silk....: 	5
[474518.059] Map Script: - Sugar...: 	6
[474518.059] Map Script: - Cotton..: 	4
[474518.059] Map Script: - Wine....: 	6
[474518.059] Map Script: - Incense.: 	7
[474518.059] Map Script: - Expansion LUXURY Resources -
[474518.059] Map Script: - Copper..: 	7
[474518.059] Map Script: - Salt....: 	7
[474518.059] Map Script: - Citrus..: 	0
[474518.059] Map Script: - Truffles: 	0
[474518.059] Map Script: - Crab....: 	0
[474518.059] Map Script: - Cocoa...: 	0
[474518.060] Map Script: -
[474518.060] Map Script: + TOTAL.Lux: 	115
[474518.060] Map Script: -
[474518.060] Map Script: - STRATEGIC Resources -
[474518.060] Map Script: - Iron....: 	68
[474518.060] Map Script: - Horse...: 	62
[474518.060] Map Script: - Coal....: 	64
[474518.060] Map Script: - Oil.....: 	149
[474518.060] Map Script: - Aluminum: 	60
[474518.060] Map Script: - Uranium.: 	20
[474518.060] Map Script: -
[474518.060] Map Script: - BONUS Resources -
[474518.060] Map Script: - Cow.....: 	15
[474518.060] Map Script: - Wheat...: 	14
[474518.060] Map Script: - Sheep...: 	17
[474518.060] Map Script: - Deer....: 	17
[474518.060] Map Script: - Banana..: 	8
[474518.060] Map Script: - Fish....: 	82
[474518.060] Map Script: - Stone...: 	21
[474518.060] Map Script: - Bison...: 	6
[474518.060] Map Script: -
[474518.060] Map Script: -----------------------------------------------------
[474518.060] Map Script: -------------------------------
[474518.060] Map Script: Map Generation - Adding Goodies
[474518.085] Map Script: -------------------------------
[474518.085] Map Script: Determining continents for art purposes (MapGenerator.Lua)
[474532.498] CivilopediaScreen: SetSelectedCategory(12)
[474532.498] CivilopediaScreen: CivilopediaCategory[CategoryTerrain].DisplayList
[474532.525] CivilopediaScreen: SetSelectedCategory(1)
[474532.526] CivilopediaScreen: CivilopediaCategory[CategoryHomePage].DisplayList
[474533.081] Tutorial: Loaded Additional Tutorial checks - Assets\DLC\Expansion2\Tutorial\Lua\TutorialInclude_Expansion2.lua
